id,qid1,qid2,question1,question2,is_duplicate
152854,302341,302342,"Is the skanda avatar is before or after krishna avatar? In 10th chapter of Gita, lord says about he is skanda among soldiers.?",What will be the result of the WC '14 if Neymar wasn't injured?,0
221101,435846,435847,How populated would our world be if nobody had ever died?,What would a world in which nobody dies be like?,1
346556,679095,679096,How do I stop my self from crying?,How can one stop crying?,1
71351,141810,141811,Is World War 3 on the way with the US Elections?,Is a third World War imminent?,1
6287,12564,12565,What can I do to make myself more attractive to women?,What can I do to make myself more attractive?,0
122125,242010,242011,How too fall out of love?,How do I fall out of love with someone?,1
230432,454078,454079,What is the best programming language to know?,What is the best programming language one must learn to stay updated today?,1
88914,176547,176548,Why are my periods lasting longer when I'm on birth control?,How long will my period last on birth control?,0
367011,718340,502793,What is euthanasia?,What are the best arguments for or against euthanasia?,0
337273,661221,661222,How much time my Reliance Jio 4G SIM card will take to get activated?,How much time will my Jio sim will take to get activated?,1
196050,386948,386949,Can AIMIM find success in Uttar pradesh assembly elections?,What is the current political environment in Uttar Pradesh? Who likely to be a winner?,0
31761,63309,63310,Do Mermaids réally exist?,Do Mermaids really exist? Has anybody seen them?,1
350221,686113,686114,Why did Britain vote to leave the European Union?,Why does Britain want to leave the European Union?,1
311218,610908,610909,When I get paid by Paytm by someone how do I transfer it to my bank account?,How do I transfer Paytm balance to bank account?,1
377391,738215,738216,How much is known about the release date of the new Apple MacBook Pro?,When will Apple release the new MacBook Pro in 2016?,1
257950,507699,507700,What are some great side dishes for a pasta salad?,What are some great side dishes for an egg salad sandwich?,0
152146,300960,34285,What are the best business books for the beginners?,What are some of the best business books?,0
118302,234475,234476,What Does My Birth Chart Says about My Career ?,What does my birth chart say about my career? 11 January 1995 time 8.10 pm begusarai bihar,0
207616,409571,409572,Any ideas for a startup?,What are the most innovative startup ideas?,0
333967,654824,654825,How can I become an Instagram influencer?,How do I become popular on Instagram?,0
399184,779903,779904,What are some ways to delete yourself from the internet?,How do you remove yourself from the Internet?,1
32959,65689,65690,Which is the best horror movie ever?,What are the best horror movie scenes that shocked you?,0
379454,742167,742168,How can I get a quantitative finance summer internship?,How do I find a paid summer internship in finance?,0
72429,143942,143943,What is the best demat account service provider in India for beginner?,What is the best demat account service provider in India?,1
113053,224143,224144,How does the HP OfficeJet 4620 Airprint compare to the HP DesignJet T120 24-in Printer?,How does the HP OfficeJet 4620 Airprint compare to the HP Color LaserJet Enterprise M553x?,1
185355,366029,366030,What is the life of an IES officer?,How is the life of an IES officer?,1
316289,620665,620666,What is the fee structure for petroleum branch at UPES?,I got 2774 rank inUPESEAT 2015. Can I expect petroleum branch at UPES?,0
265414,522179,522180,Why did you not get ROI on your digital marketing strategies?,How is non-digital marketing ROI measured?,0
8935,17846,17847,How can someone open up a business in USA?,How do I open a business in USA?,1
21162,42218,42219,Should I watch The Simpsons or not?,What should I watch after The Simpsons?,0
145628,288168,288169,How many Pakistani Punjabis are originally from Indian Punjab?,When will Pakistani Punjab unite with Indian Punjab?,0
200246,395171,395172,Is there a limit to a human brain's storage capacity?,What is the theoretical storage capacity of the human brain?,1
213103,420263,420264,How competitive is the hiring process at Resource Capital?,How competitive is the hiring process at Store Capital?,0
93137,184909,184910,"If he says to me ""I don't care what you do, just make sure I don't catch you and wear a condom"" supposed to mean?","If you ask a friend how they are after ending his affair with a married woman and he says, ""I don't want to talk about it"" what does this mean?",0
16222,32377,32378,"What is the meaning of the Hindi word ""Gaandu” (slang)?","What is the meaning of word ""gandoo""?",1
66946,133101,133102,Why does crushed ice cool water faster than cubes?,"If you cooled an ice cube to the temperature of absolute zero and put it in a glass of water, would that water freeze instantly?",0
288198,566320,566321,What is the total no of seats for gen category under neet?,Can someone tell how many seat in total for general category after NEET?,1
34706,69161,69162,Which Chinese food do you like most?,What the Chinese food do you like?,1
189316,373781,373782,"Will BSNL JE / TTA recruitment exam will happen in September 2017? ..Is there any institutes there, which helps us for this exam",Do SOME Afghans dislike the US for starting a war in their country?,0
101385,201168,201169,How do I backup my SMS in smartphone?,What is the possibility of building elevated roads above railway line?,0
362407,709515,709516,Which are some of the best books regarding martial arts capoeira?,I have done my engineering and working in a BPO and I want to pursue LAW now?,0
339810,666118,666119,What is the difference between saving money and being a miser?,How do I differentiate between saving money & being a miser?,0
213287,420618,420619,Will Donald Trump beat Hillary and become our next president?,"Who's going to win and become president, Hillary Clinton or Donald Trump?",1
244591,481696,481697,How do I earn 500 dollars per day online?,How can I earn 30-50$ per day online?,0
266955,525153,525154,Can anyone share their experience and pricing with Periscope?,How can I take screenshots on Periscope?,0
231209,455587,455588,What is the procedure to make a passport?,How is the procedure for making a passport?,1
285533,561162,561163,Where will we go after our death?,Where we go after death?,1
263178,517836,517837,"What is the probability of drawing a red or even in a deck of cards? (if Ace, Jack, and King are considered odd and Queen is considered even)",A poker hand consists of 5 cards. It will come from a well-shuffled deck of cards. What is the probability of having 4 Queens and any face card?,0
214868,423710,423711,"If you were granted one wish to come true, what would you wish for?","If you came across a genie who offered to make one of your wishes come true, what would that be?",1
